TimeStamp,Signal,Price,Quantity,Saldo
-,-,-,-,1000.0
2024-01-01 03:00:00,Buy,42369.8,0.04720343263362111,999.2
2024-01-02 02:00:00,Sell,45420.0,0.04720343263362111,1142.3223182549834
2024-01-02 04:00:00,Buy,45211.7,0.05053215509502998,1141.4084604003795
2024-01-02 13:00:00,Sell,45686.3,0.05053215509502998,1164.4675703295538
2024-01-02 17:00:00,Buy,45001.2,0.05175273416395802,1163.5359962732903
2024-01-02 18:00:00,Sell,45189.0,0.05175273416395802,1172.3196980276277
2024-01-02 20:00:00,Buy,44825.2,0.052306278523135546,1171.3818422692057
2024-01-02 21:00:00,Sell,45155.0,0.052306278523135546,1187.6876969234509
2024-01-02 22:00:00,Buy,45006.7,0.05277826176651258,1186.7375467659122
2024-01-03 01:00:00,Sell,45347.8,0.05277826176651258,1203.7828606308956
2024-01-03 12:00:00,Buy,42795.8,0.05625705609573348,1202.819834342391
2024-01-03 15:00:00,Sell,43014.0,0.05625705609573348,1214.127187578119
2024-01-03 18:00:00,Buy,42267.6,0.05744954469040679,1213.1558858280566
2024-01-03 21:00:00,Sell,42927.1,0.05744954469040679,1250.057403611428
2024-01-03 22:00:00,Buy,42753.6,0.05847729330916826,1249.057357688539
2024-01-04 03:00:00,Sell,43119.6,0.05847729330916826,1269.4514400410649
2024-01-04 04:00:00,Buy,43161.1,0.05882386871701902,1268.435878889032
2024-01-04 05:00:00,Sell,43191.3,0.05882386871701902,1269.1960879799192
2024-01-04 07:00:00,Buy,42775.0,0.059342891314081554,1268.1807311095351
2024-01-04 14:00:00,Sell,43674.0,0.059342891314081554,1320.4932938267941
2024-01-04 16:00:00,Buy,43913.1,0.06014120131927803,1319.4368991917327
2024-01-04 21:00:00,Sell,44434.1,0.06014120131927803,1349.7015370176603
2024-01-05 01:00:00,Buy,43374.5,0.06223479403878594,1348.6217757880463
2024-01-05 06:00:00,Sell,43847.9,0.06223479403878594,1376.9921812757943
2024-01-05 10:00:00,Buy,43628.2,0.06312395108098864,1375.8905875307737
2024-01-05 11:00:00,Sell,43769.9,0.06312395108098864,1383.7300797883822
2024-01-05 14:00:00,Buy,43489.6,0.06363498766548242,1382.6230957245516
2024-01-05 23:00:00,Sell,44145.4,0.06363498766548242,1423.23124384178
2024-01-06 06:00:00,Buy,43455.4,0.06550307873552103,1422.0926588467069
2024-01-06 11:00:00,Sell,43669.2,0.06550307873552103,1434.953030261994
2024-01-06 12:00:00,Buy,43607.4,0.06581236350995445,1433.8050678377842
2024-01-06 13:00:00,Sell,43701.2,0.06581236350995445,1438.8278358309292
2024-01-06 20:00:00,Buy,43816.4,0.06567531042399327,1437.6767735622643
2024-01-07 00:00:00,Sell,44119.0,0.06567531042399327,1456.3911108883262
2024-01-07 03:00:00,Buy,43937.2,0.06629421587576478,1455.2259979996156
2024-01-07 12:00:00,Sell,44080.9,0.06629421587576478,1463.583553340724
2024-01-07 15:00:00,Buy,44035.0,0.06647364838608942,1462.4126864980512
2024-01-07 20:00:00,Sell,44108.2,0.06647364838608942,1466.1057443688155
2024-01-07 22:00:00,Buy,43851.3,0.06686715077403933,1464.9328597733206
2024-01-08 07:00:00,Sell,43970.0,0.06686715077403933,1471.693931122385
2024-01-08 08:00:00,Buy,43857.0,0.06711329690231366,1470.516575977487
2024-01-08 10:00:00,Sell,44081.6,0.06711329690231366,1484.4068378582551
2024-01-08 11:00:00,Buy,44637.2,0.06650985446480762,1483.2193123879686
2024-01-08 20:00:00,Sell,46796.1,0.06650985446480762,1625.5624764718336
2024-01-09 00:00:00,Buy,46682.4,0.06964348347436437,1624.2620264906561
2024-01-09 04:00:00,Sell,46806.4,0.06964348347436437,1631.5939141435197
2024-01-09 08:00:00,Buy,46552.2,0.07009739235282199,1630.2886390122048
2024-01-09 16:00:00,Sell,46901.2,0.07009739235282199,1653.4375682160526
2024-01-09 18:00:00,Buy,46643.6,0.07089665326930394,1652.11481816148
2024-01-09 19:00:00,Sell,46873.5,0.07089665326930394,1667.0846890372854
2024-01-09 20:00:00,Buy,46636.1,0.07149331479421674,1665.7510212860557
2024-01-10 03:00:00,Sell,46133.6,0.07149331479421674,1628.5063330070057
2024-01-10 12:00:00,Buy,44679.2,0.07289773912724515,1627.2035279406
2024-01-10 17:00:00,Sell,46409.9,0.07289773912724515,1752.014374334875
2024-01-10 18:00:00,Buy,46544.2,0.07528389678348216,1750.612762835407
2024-01-10 22:00:00,Sell,46903.3,0.07528389678348216,1776.234784891954
2024-01-11 05:00:00,Buy,46073.9,0.07710373052387377,1774.8137970640405
2024-01-11 08:00:00,Sell,46272.0,0.07710373052387377,1788.6609485532995
2024-01-11 09:00:00,Buy,46212.8,0.0774097630333284,1787.230019794457
2024-01-11 12:00:00,Sell,47451.1,0.0774097630333284,1881.6172579959589
2024-01-11 13:00:00,Buy,47329.5,0.0795113938662339,1880.111964189562
2024-01-11 14:00:00,Sell,48577.9,0.0795113938662339,1977.828989676131
2024-01-11 16:00:00,Buy,46038.0,0.08592158606699384,1976.24672648439
2024-01-11 17:00:00,Sell,46517.3,0.08592158606699384,2015.8302066080787
2024-01-11 22:00:00,Buy,46408.8,0.08687275717571144,2014.2175424427921
2024-01-12 05:00:00,Sell,46200.9,0.08687275717571144,1994.551256399162
2024-01-12 10:00:00,Buy,46067.6,0.08659236671322848,1992.9556153940428
2024-01-12 11:00:00,Sell,45958.0,0.08659236671322848,1981.8732472065103
2024-01-13 01:00:00,Buy,42688.1,0.09285366400502766,1980.2877486087452
