TimeStamp,Signal,Price,Quantity,Saldo
2024-07-08 15:00:00,Buy,55761.52,0.18063868569332484,5032.314767456998
2024-07-08 17:00:00,Sell,56287.38,0.18063868569332484,5123.238355377962
2024-07-08 18:00:00,Buy,56280.32,0.18206145080120234,5119.139764693659
2024-07-08 19:00:00,Sell,56477.31,0.18206145080120234,5150.891113488608
2024-07-08 20:00:00,Buy,56259.9,0.18311056768634887,5146.770400597818
2024-07-08 21:00:00,Sell,56642.47,0.18311056768634887,5212.674276542841
2024-07-09 03:00:00,Buy,57168.36,0.18236221142404088,5208.504137121607
2024-07-09 06:00:00,Sell,57475.99,0.18236221142404088,5260.411644765909
2024-07-09 07:00:00,Buy,57116.84,0.18419827304052216,5256.203315450096
2024-07-09 08:00:00,Sell,57615.54,0.18419827304052216,5343.817921028086
2024-07-09 09:00:00,Buy,57588.01,0.1855878652875168,5339.542866691263
2024-07-09 11:00:00,Sell,57428.01,0.1855878652875168,5305.585631531816
2024-07-09 13:00:00,Buy,57325.27,0.18510460156687675,5301.341163026591
2024-07-09 15:00:00,Sell,57477.01,0.18510460156687675,5325.1732316542275
2024-07-09 16:00:00,Buy,57690.01,0.18461335789868047,5320.913093068904
2024-07-09 18:00:00,Sell,57907.5,0.18461335789868047,5356.78845306928
2024-07-09 21:00:00,Buy,57800.01,0.1853559697678004,5352.503022306824
2024-07-10 03:00:00,Sell,58180.01,0.1853559697678004,5418.624685948728
2024-07-10 05:00:00,Buy,58975.01,0.183760026016061,5414.289786199969
2024-07-10 06:00:00,Sell,59238.47,0.183760026016061,5458.34893753882
2024-07-10 09:00:00,Buy,58490.0,0.18664212472350217,5453.982258388789
2024-07-10 10:00:00,Sell,58656.01,0.18664212472350217,5480.587644580457
2024-07-10 11:00:00,Buy,58492.0,0.18739614458662576,5476.203174464792
2024-07-10 14:00:00,Sell,57713.03,0.18739614458662576,5325.901119990383
2024-07-10 15:00:00,Buy,57699.69,0.1846076164357342,5321.640399094391
2024-07-10 18:00:00,Sell,57630.16,0.1846076164357342,5304.549044934651
2024-07-10 19:00:00,Buy,57392.03,0.18485315974830133,5300.305405698703
2024-07-11 00:00:00,Sell,57628.89,0.18485315974830133,5339.82857215297
2024-07-11 02:00:00,Buy,57869.99,0.1845456884355076,5335.556709295247
2024-07-11 03:00:00,Sell,57568.0,0.1845456884355076,5275.576186367866
2024-07-11 04:00:00,Buy,57779.99,0.18260910693712015,5271.355725418772
2024-07-11 05:00:00,Sell,57994.01,0.18260910693712015,5306.201632735934
2024-07-11 06:00:00,Buy,57996.0,0.18298508975570502,5301.956671429745
2024-07-11 07:00:00,Sell,58191.5,0.18298508975570502,5333.470985736778
2024-07-11 12:00:00,Buy,58816.35,0.18136014852117746,5329.204208948189
2024-07-11 14:00:00,Sell,57790.01,0.18136014852117746,5138.874712196308
2024-07-11 15:00:00,Buy,57402.01,0.1790485982005267,5134.763612426551
2024-07-11 16:00:00,Sell,57640.84,0.1790485982005267,5173.397584494342
2024-07-11 18:00:00,Buy,57841.27,0.1788825724087435,5169.258866426746
2024-07-11 20:00:00,Sell,57554.0,0.1788825724087435,5113.753106821921
2024-07-11 21:00:00,Buy,57460.02,0.1779934328885344,5109.662104336464
2024-07-12 02:00:00,Sell,57332.88,0.1779934328885344,5082.950068827581
2024-07-12 03:00:00,Buy,56914.01,0.17861858859804752,5078.883708772519
2024-07-12 08:00:00,Sell,57323.02,0.17861858859804752,5147.844914924374
2024-07-12 09:00:00,Buy,56949.99,0.18078475219835421,5143.726638992435
2024-07-12 10:00:00,Sell,57172.84,0.18078475219835421,5179.880129935087
2024-07-12 20:00:00,Buy,57542.01,0.18003820617093796,5175.736225831139
2024-07-12 23:00:00,Sell,57889.1,0.18003820617093796,5234.056786922669
2024-07-13 01:00:00,Buy,57880.0,0.18085890763381718,5229.869541493131
2024-07-13 02:00:00,Sell,57946.43,0.18085890763381718,5237.691947514813
2024-07-13 03:00:00,Buy,57814.0,0.18119112836042528,5233.5017939568015
2024-07-13 05:00:00,Sell,58076.02,0.18119112836042528,5276.768349572007
2024-07-13 06:00:00,Buy,58038.55,0.1818366706119297,5272.54693489235
2024-07-13 07:00:00,Sell,58170.32,0.1818366706119297,5292.27655405199
