time,exchange,symbol,interval,price_open,price_high,price_low,price_close,price_volume_usd,funding_open,funding_high,funding_low,funding_close,basis_open_basis,basis_close_basis,basis_open_change,basis_close_change,ls_global_global_account_long_percent,ls_global_global_account_short_percent,ls_global_global_account_long_short_ratio,ls_top_top_account_long_percent,ls_top_top_account_short_percent,ls_top_top_account_long_short_ratio
2024-01-01 13:00:00,Binance,BTCUSDT,1h,42648.37,42748.0,42612.76,42715.54,21230655.2581,0.03576,0.036454,0.03576,0.036268,-0.0786,-0.0897,-33.53,-38.36,56.3,43.7,1.29,54.87,45.13,1.22
2024-01-01 14:00:00,Binance,BTCUSDT,1h,42715.54,42715.55,42580.0,42612.24,30312550.0545,0.036268,0.036268,0.035226,0.035226,-0.0895,-0.0782,-38.26,-33.36,56.23,43.77,1.29,54.83,45.17,1.21
2024-01-01 15:00:00,Binance,BTCUSDT,1h,42612.24,42847.07,42586.51,42783.05,40272827.0639,0.035226,0.035226,0.033656,0.033656,-0.078,-0.0816,-33.26,-34.95,55.97,44.03,1.27,54.88,45.12,1.22
2024-01-01 16:00:00,Binance,BTCUSDT,1h,42783.05,42856.0,42664.42,42725.15,39292588.8194,0.033656,0.033776,0.032462,0.032462,-0.0823,-0.0808,-35.25,-34.55,56.16,43.84,1.28,54.82,45.18,1.21
2024-01-01 17:00:00,Binance,BTCUSDT,1h,42725.15,42824.9,42704.42,42812.7,28962179.5203,0.032462,0.032462,0.030866,0.030866,-0.0808,-0.0801,-34.55,-34.3,56.06,43.94,1.28,54.87,45.13,1.22
2024-01-01 18:00:00,Binance,BTCUSDT,1h,42812.71,43208.86,42812.7,43111.1,92299025.1971,0.030866,0.031914,0.030747,0.031883,-0.08,-0.0855,-34.29,-36.9,55.62,44.38,1.25,54.5,45.5,1.2
2024-01-01 19:00:00,Binance,BTCUSDT,1h,43111.1,43550.0,43103.64,43517.99,84416763.6541,0.031883,0.032281,0.031882,0.03218,-0.0855,-0.0877,-36.9,-38.21,55.52,44.48,1.25,53.8,46.2,1.17
2024-01-01 20:00:00,Binance,BTCUSDT,1h,43517.98,43829.99,43510.71,43687.86,126914170.3804,0.03218,0.041163,0.03218,0.041163,-0.0877,-0.1496,-38.22,-65.44,55.19,44.81,1.23,53.18,46.82,1.14
2024-01-01 21:00:00,Binance,BTCUSDT,1h,43687.85,43792.59,43480.76,43619.21,67281632.0349,0.041163,0.051017,0.041163,0.051017,-0.1494,-0.1387,-65.35,-60.59,53.21,46.79,1.14,51.59,48.41,1.07
2024-01-01 22:00:00,Binance,BTCUSDT,1h,43619.22,43661.1,43361.6,43529.93,44554969.9326,0.051017,0.058779,0.051017,0.058779,-0.1385,-0.1238,-60.48,-53.97,52.33,47.67,1.1,51.27,48.73,1.05
2024-01-01 23:00:00,Binance,BTCUSDT,1h,43529.94,44184.1,43529.93,44179.55,152707972.5679,0.058779,0.065743,0.058779,0.065743,-0.124,-0.1145,-54.06,-50.65,51.85,48.15,1.08,51.01,48.99,1.04
2024-01-02 00:00:00,Binance,BTCUSDT,1h,44179.55,45200.0,44148.34,45056.0,311922306.3847,0.065743,0.077835,0.065743,0.077835,-0.1147,-0.274,-50.75,-123.8,51.99,48.01,1.08,50.51,49.49,1.02
2024-01-02 01:00:00,Binance,BTCUSDT,1h,45056.0,45372.79,44686.0,44855.96,197892745.9485,0.077835,0.090053,0.077835,0.090053,-0.2738,-0.1566,-123.7,-70.34,51.97,48.03,1.08,49.98,50.02,1.0
2024-01-02 02:00:00,Binance,BTCUSDT,1h,44855.96,45381.42,44855.95,45378.96,136077337.2615,0.090053,0.091374,0.087263,0.087263,-0.157,-0.0904,-70.54,-41.04,50.96,49.04,1.04,52.12,47.88,1.09
2024-01-02 03:00:00,Binance,BTCUSDT,1h,45378.96,45500.0,45131.1,45402.38,122074726.9024,0.087263,0.087263,0.073419,0.073419,-0.0906,-0.0718,-41.14,-32.62,50.65,49.35,1.03,51.48,48.52,1.06
2024-01-02 04:00:00,Binance,BTCUSDT,1h,45402.38,45468.99,45170.0,45179.8,102738256.4717,0.073419,0.073419,0.058725,0.058725,-0.0716,-0.0706,-32.52,-31.9,49.73,50.27,0.99,50.85,49.15,1.04
2024-01-02 05:00:00,Binance,BTCUSDT,1h,45179.8,45324.72,45121.96,45179.48,73162843.2093,0.058725,0.058725,0.048714,0.048714,-0.0701,-0.0856,-31.7,-38.72,48.14,51.86,0.93,50.08,49.92,1.0
2024-01-02 06:00:00,Binance,BTCUSDT,1h,45179.48,45308.15,45130.0,45168.75,62888409.2717,0.048714,0.048714,0.040209,0.040209,-0.0856,-0.0755,-38.72,-34.15,47.77,52.23,0.92,49.93,50.07,1.0
2024-01-02 07:00:00,Binance,BTCUSDT,1h,45168.75,45643.75,45168.74,45455.53,141383176.066,0.040209,0.040209,0.035179,0.035179,-0.0755,-0.0879,-34.15,-39.97,47.65,52.35,0.91,49.97,50.03,1.0
2024-01-02 08:00:00,Binance,BTCUSDT,1h,45455.52,45852.93,45326.6,45759.3,151813235.9887,0.035179,0.035179,0.033589,0.034302,-0.0881,-0.1255,-40.08,-57.5,48.25,51.75,0.93,49.88,50.12,1.0
2024-01-02 09:00:00,Binance,BTCUSDT,1h,45759.3,45879.63,45631.1,45673.48,95894862.4402,0.034302,0.03733,0.034302,0.03733,-0.1255,-0.1247,-57.5,-57.02,48.7,51.3,0.95,49.86,50.14,0.99
2024-01-02 10:00:00,Binance,BTCUSDT,1h,45673.48,45711.1,45431.52,45584.99,94321216.3911,0.03733,0.048489,0.035505,0.048489,-0.1236,-0.1549,-56.52,-70.71,48.99,51.01,0.96,50.52,49.48,1.02
2024-01-02 11:00:00,Binance,BTCUSDT,1h,45585.0,45698.67,45200.0,45433.99,115284960.6563,0.048489,0.059678,0.048489,0.059678,-0.1549,-0.1161,-70.7,-52.81,48.2,51.8,0.93,50.32,49.68,1.01
2024-01-02 12:00:00,Binance,BTCUSDT,1h,45433.99,45589.68,45271.04,45301.99,96664856.5411,0.059678,0.065766,0.059678,0.065766,-0.1159,-0.1171,-52.71,-53.11,48.15,51.85,0.93,50.43,49.57,1.02
2024-01-02 13:00:00,Binance,BTCUSDT,1h,45302.0,45705.8,45264.39,45637.93,102627045.4694,0.065766,0.067958,0.065766,0.067907,-0.1171,-0.1059,-53.1,-48.37,47.97,52.03,0.92,50.38,49.62,1.02
2024-01-02 14:00:00,Binance,BTCUSDT,1h,45637.92,45800.0,44970.0,45258.73,206816073.7479,0.067907,0.067907,0.06103,0.06103,-0.1057,-0.077,-48.28,-34.87,47.96,52.04,0.92,50.25,49.75,1.01
2024-01-02 15:00:00,Binance,BTCUSDT,1h,45258.73,45349.98,44833.33,45184.82,194029243.182,0.06103,0.06103,0.053942,0.053942,-0.0768,-0.0667,-34.77,-30.18,47.26,52.74,0.9,50.15,49.85,1.01
2024-01-02 16:00:00,Binance,BTCUSDT,1h,45184.83,45399.84,44890.11,45357.84,137806764.7738,0.053942,0.053942,0.049513,0.049513,-0.0667,-0.0783,-30.17,-35.56,47.85,52.15,0.92,50.65,49.35,1.03
2024-01-02 17:00:00,Binance,BTCUSDT,1h,45357.84,45382.08,44950.48,44966.15,114638119.9812,0.049513,0.049513,0.0402,0.0402,-0.0783,-0.0779,-35.56,-35.05,48.43,51.57,0.94,51.01,48.99,1.04
2024-01-02 18:00:00,Binance,BTCUSDT,1h,44966.16,45271.2,44944.0,45154.69,81458425.088,0.0402,0.0402,0.031987,0.031987,-0.0781,-0.0759,-35.14,-34.31,48.69,51.31,0.95,51.4,48.6,1.06
2024-01-02 19:00:00,Binance,BTCUSDT,1h,45154.7,45243.0,44790.96,45039.49,105621621.8821,0.031987,0.031987,0.026517,0.026557,-0.0757,-0.0748,-34.2,-33.71,48.71,51.29,0.95,51.26,48.74,1.05
2024-01-02 20:00:00,Binance,BTCUSDT,1h,45039.49,45180.55,44742.96,44788.28,87211403.1965,0.026557,0.026557,0.0244,0.024466,-0.075,-0.0824,-33.81,-36.92,48.93,51.07,0.96,51.76,48.24,1.07
2024-01-02 21:00:00,Binance,BTCUSDT,1h,44788.27,45119.76,44600.0,45119.74,91695184.3731,0.024466,0.025008,0.023729,0.025008,-0.0822,-0.0781,-36.83,-35.26,49.31,50.69,0.97,52.18,47.82,1.09
2024-01-02 22:00:00,Binance,BTCUSDT,1h,45119.74,45297.26,44840.01,44981.73,71768760.4184,0.025008,0.025512,0.023963,0.023963,-0.0779,-0.0555,-35.16,-24.97,49.63,50.37,0.99,52.37,47.63,1.1
2024-01-02 23:00:00,Binance,BTCUSDT,1h,44981.72,45049.98,44802.01,44946.91,48540246.1776,0.023963,0.023963,0.021201,0.021201,-0.0557,-0.0731,-25.08,-32.89,50.37,49.63,1.02,53.05,46.95,1.13
2024-01-03 00:00:00,Binance,BTCUSDT,1h,44946.91,45212.57,44862.11,45135.61,63508730.0351,0.021201,0.021715,0.020982,0.021715,-0.0729,-0.0719,-32.79,-32.49,50.69,49.31,1.03,53.22,46.78,1.14
2024-01-03 01:00:00,Binance,BTCUSDT,1h,45135.61,45329.83,45102.72,45317.58,52726403.2111,0.021715,0.022034,0.021711,0.022034,-0.0717,-0.0666,-32.39,-30.22,51.15,48.85,1.05,53.56,46.44,1.15
2024-01-03 02:00:00,Binance,BTCUSDT,1h,45317.58,45410.91,45211.73,45274.57,65005733.517,0.022034,0.022841,0.022034,0.022714,-0.0666,-0.0841,-30.22,-38.13,51.39,48.61,1.06,52.9,47.1,1.12
